en,ko
"Ooh, so tell that you gon' ride with me","오, 그러니 내 곁에서 함께할 거라고 말해줘"
"I'll get him hot, show him what I got","그를 뜨겁게 만들고, 내가 가진 걸 보여줄 거야"
"And I love to fix 'em (and I love to fix 'em, no one's perfect)","그리고 난 고치는 걸 좋아해 (그리고 난 고치는 걸 좋아해, 완벽한 사람은 없어)"
"Because these things will change, can you feel it now?","이런 것들은 변할 거야, 이제 느껴지니?"
Don't keep your secrets to yourself,너의 비밀을 혼자 간직하지 마
You know that I could use somebody,네가 누군가가 필요하다는 걸 알지
And pretend that he is Parson Brown,그리고 그가 파슨 브라운인 척해
Say you're gonna break my fall,네가 내 추락을 막겠다고 말해줘
I'm begging you please to come home,제발 집으로 돌아와 달라고 애원할게
"Well, maybe it's me","글쎄, 어쩌면 내 탓일지도"
"We droned down on each other, tryin' to even the score",우리는 서로를 향해 드론처럼 내려다보며 균형을 맞추려 해
When she is around me,그녀가 내 곁에 있을 때
"Tell me, if you really love me",정말 나를 사랑하는지 말해줘
Phone lights up my nightstand in the black,전화 불빛이 검은 탁자 위를 비춰
I ain't playing no games,장난치는 거 아니야
Where's your sense of belonging?,네 소속감은 어디 있지?
Don't apologize for my behavior,내 행동에 대해 사과하지 마
Roman cavalry choirs are singing,로마 기병 합창단이 노래하고 있어
Through my joy and my sorrow,내 기쁨과 슬픔 속에서
Nothing seems to heal my mind,아무것도 내 마음을 치유하지 못해
Tell me I'm too crazy,내가 너무 미쳤다고 말해줘
I wake up with no luck (no),운 없는 채로 깨어나 (없어)
Hug me again 'til the end,끝까지 날 안아줘
My baby,내 애인
"Oh, and I rush to the start","오, 그리고 난 시작으로 달려가"
There's a thumpin' in the floor,바닥에서 쿵쿵거리는 소리가 들려
"Oh, there is thunder in our hearts","오, 우리 마음속에 천둥이 울리고 있어"
"I can't change her, no","난 그녀를 바꿀 수 없어, 아니"
A song in every …,숨마다 노래가 있어 …
She's all over me (she's all over me),그녀가 내 곁에 달라붙어 (그녀가 내 곁에 달라붙어)
"Baby, on my own","베이비, 혼자서"
Cause we were both young when I first saw you,우리가 처음 만났을 때 우린 둘 다 젊었어
Cause He's the reason that I'm still standin,그분이 내가 아직 서 있는 이유니까
"Can't go back, I'm haunted","돌아갈 수 없어, 난 사로잡혔어"
"If I'm louder, would you see me?","내가 더 크게 외치면, 날 볼 수 있겠니?"
Who you come dey form for? Whoa (mm-hm),넌 누구 앞에서 잘난 척하는 거야? 워 (흠)
The kind of flawless I wish I could be,내가 되고 싶은 완벽함
"I ain't got no time, just burnin' daylight","시간 없어, 그냥 하루를 태우고 있어"
Should've known your love was a game,네 사랑이 게임이라는 걸 알았어야 했는데
"By fighting love tonight? (So, baby)","오늘 밤 사랑을 위해 싸울까? (그래, 베이비)"
"(Open your mouth, boy) show me your teeth, show me your teeth","(입을 열어, 얘야) 네 이를 보여줘, 네 이를 보여줘"
"At last, a love that feels just like it should, oh","마침내, 마땅한 것 같은 사랑을 느껴, 오"
"She's a silver linin', climbin' on my desire","그녀는 은빛 선, 내 욕망 위를 오르네"
If you'll be honest with me,나에게 정직하다면
"Pain, but I won't let it turn into hate","아픔, 하지만 증오로 변하게 두진 않을 거야"
Tell me what you've heard,네가 들은 걸 말해줘
Or with a nasty scar,아니면 지독한 흉터로 남거나
Just hang your stockings on the fireplace,벽난로에 양말 걸어둬
(Tell her this from me),(그녀에게 내 마음을 전해줘)
"Real good, we dance in the studio","정말 좋아, 스튜디오에서 춤춰"
"Cause baby, every time I love you","왜냐면 베이비, 내가 널 사랑할 때마다"
How'd you change your mind just like that?,어떻게 그렇게 마음을 바꿀 수 있어?
Swear once you get a taste,한번 맛보면 맹세해
It probably doesn't even show,아마도 드러나지도 않을 거야
"(Fame, doin' it for the fame)","(명성, 명성을 위해 하는 거야)"
"And you don't have to read it, read it",그리고 넌 그걸 읽을 필요도 없어
"I've got enough angels to storm the gates, I'm not afraid","성문을 쳐부술 수 있는 천사들이 충분해, 난 두렵지 않아"
"And say, ""Hello","그리고 ""안녕""이라고 해줘"
"Shoot me down, but I get up","날 쓰러뜨려봐, 하지만 난 일어나"
"And we take, take, take it for granted that we'll be the same","우린 우리가 항상 같을 거라고 당연하게 여겨, 계속, 계속"
Taking shit for how I'm wrong,내 잘못 때문에 욕을 먹어
I'll be fine if I can breathe,숨 쉴 수만 있다면 난 괜찮을 거야
"Adonai, Ya Allah, answer my calls if you hear me?!","아도나이, 야 알라, 내 목소리 들린다면 내 기도에 응답해줘?!"
Don't wanna wait on it,기다리고 싶지 않아
I wanna kiss you,널 키스하고 싶어
Tears stream down your face,눈물이 네 얼굴을 타고 흐르고
Tossed it in the trash you did,넌 그걸 쓰레기통에 던졌어
And I forget about you long enough to forget why I needed to,그리고 널 잊을 만큼 오래 널 잊어버려야 왜 널 필요로 했는지도 잊는 거야
Don't you buy me nothing (don't you buy me nothing),아무것도 사주지 마 (아무것도 사주지 마)
He licked his lips,그는 입술을 핥았어
So casually cruel in the name of being honest,정직하다는 이름으로 너무 태연하게 잔인했지
You and me on the top of the roof,너와 내가 지붕 위에 있어
We push and pull like a magnet do,우린 자석처럼 밀고 당겨
"Selfish of me to ask, since I be the reason we don't last forever",내가 우리가 영원히 가지 못하는 이유가 나라는 게 이기적이야
Choke her with a sea view,바다 전망으로 그녀를 목졸라
"Come on! Well, if yuh caan tek di pressa","자, 좋아! 네가 압박을 못 견디면"
"Judas, kiss me if offensed, or wear ear condom next time","유다야, 기분 나쁘면 키스해, 아니면 다음엔 귀마개를 해"
Now we know it's nearly over,이제 거의 끝이라는 걸 알겠어
But I can't guarantee that by myself,하지만 혼자선 보장할 수 없어
That you feel the way I feel,네가 내가 느끼는 방식으로 느낀다면
I'm running out of time,시간이 얼마 없어
"You're the face of the future, the blood in my veins, oh-ooh","넌 미래의 얼굴, 내 혈관 속의 피야, 오-우"
"No, I ain't got no money, but I'm letting you know","아니, 돈은 없지만, 널 알려주고 싶어"
I end up in crisis,결국 위기에 빠져
Out together dancing,함께 춤출 때
Her actions confess and put me through the test,그녀의 행동이 고백처럼 날 시험에 들게 해
I need a one dance,원 댄스가 필요해
Back and feel home again,다시 돌아가 집처럼 느끼고
And walk out with a million bucks,그리고 백만 달러와 함께 나가
Someone like you to call mine?,내가 내 사람이라고 부를 누군가?
"If I'm not your taste, babe, waste, waste it on me","내가 네 취향이 아니라면, 베이비, 날 위해 낭비해"
"I've been picking up my heart, he's been picking up her","난 내 마음을 주워 모았고, 그는 그녀를 주워 모았어"
And I just wanna see ya,그저 널 보고 싶어
"We live for the fame, fame, baby, the fame, fame","우린 명성을 위해 살아, 자기야, 그 명성, 명성"
But it hurts to try,하지만 시도하는 게 아파
Let me give you all of me,내 모든 걸 너에게 줄게
I'm pretty sure we almost broke up last night,어젯밤 우리 거의 헤어질 뻔한 것 같아
"Wherever you are, don't call me! (Let's go)","네가 어디에 있든, 내게 전화하지 마! (가자)"
"I heard that you fell in love, or near enough","네가 사랑에 빠졌다고 들었어, 혹은 거의 빠졌다고"
"Lately, I've been on a roller coaster","최근에, 나는 롤러코스터를 타고 있어"
For the moment she walks out that door (she walks out that door),그녀가 그 문을 나서면 그 순간을 위해 (그녀가 그 문을 나서면)
"We're tired, we can't take it anymore","우리는 지쳤어, 더 이상 견딜 수 없어"
"In his arms, I get weak",그의 품에 있으면 난 약해져
(Every move you make),(네가 하는 모든 움직임)
Stay back and keep still,뒤로 물러서서 가만히 있어
Hold my hand (hold my hand),내 손을 잡아줘 (내 손을 잡아줘)
Why you mad? Fix ya face,왜 화났어? 얼굴 좀 펴
"I like it, like it","난 좋아해, 좋아해"
"Walk, walk, fashion baby","걸어, 걸어, 패션 베이비"
"I'm gonna dance, dance, dance","난 춤추고, 춤추고, 춤출 거야"
Now you've gone somewhere else far away,넌 멀리 다른 곳으로 가버렸어
How'd I ever lose her? (Lose her),어떻게 내가 그녀를 잃었을까? (그녀를)
"You know I'm like a ghost, ghost, g-g-ghost","넌 내가 유령 같다는 걸 알지, 유령, 유-유-유령"
"Well baby, I'm a fool for you","그래, 자기야, 난 너한테 바보야"
She called my name then she said hello,그녀가 내 이름을 불렀고 인사했어
Only for tonight,오늘 밤만
In front of everyone you know?,네가 아는 모든 사람들 앞에서?
One day you'll love me again,언젠가 넌 다시 나를 사랑할 거야
Don't know wrong from right (this is my life),옳고 그름을 모른다 (이게 내 삶이야)
"I say, ""Don't look back"" but I go right back and","난 ""뒤돌아보지 마""라고 말하면서도 곧장 돌아가"
I get drunk on jealousy,난 질투에 취해버려
Cause she said I blow her mind,왜냐하면 그녀가 내 마음을 날려버린다고 했으니까
"Fountain of Youth, I said I'm drowning in it","젊음의 샘, 난 그 안에 빠져 죽어가고 있다고 말했어"
Show me a little attention,조금만 신경 써줘
"No, I can't shake this feeling that crawls in my bed","아니, 침대 속을 기어다니는 이 감정을 떨칠 수가 없어"
"You ain't my boyfriend (Boyfriend, you ain't my boyfriend)","넌 내 남자친구가 아니야 (남자친구, 넌 내 남자친구가 아니야)"
Til I'm bleeding,피 흘릴 때까지
FBI raided my house and shit was gettin' dicey,FBI가 우리 집을 급습했고 상황이 험악해졌어
"Oh, but when you're gone","오, 하지만 네가 떠나면"
Cause I can't look you in the eyes and say,왜냐하면 난 너를 바라보며 말할 수 없어
So you like that?,그게 마음에 들어?
Now no one's celebrating,이제 아무도 축하하지 않아
"Don't care what she what she talk about, no","그녀가 뭐라 떠들든 상관없어, 아니"
Can I still love you?,내가 여전히 널 사랑할 수 있을까?
She would use no help it would be just fine,"그녀는 도움을 받지 않았고, 그냥 괜찮았어"
I've been searching everywhere and now here you are,사방을 찾아다니다가 이제 네가 여기 있구나
"For now, we can stay here for a while","지금은, 잠시 여기 머물자"
I don't feel welcome anymore,난 더 이상 환영받지 못하는 기분이야
But I think that you will find,하지만 난 네가 깨닫게 될 거라 생각해
Hey,헤이
Now let mi bone it,이제 날 부드럽게 해줘
I don't know what to say since a twist of fate,운명의 반전 이후로 뭐라 말해야 할지 모르겠어
"I wanna put my ear to your chest, now",지금 네 가슴에 귀를 대고 싶어
Someone help me,누군가 도와줘
Because,왜냐하면
Look what you made me do,네가 날 이끌었어
What do you wanna wear this spring?,이번 봄엔 뭘 입고 싶어?
That is what you are (You are my treasure),그게 바로 너야 (넌 내 보물이야)
"Making up the lost time, taking flight, making me feel like","잃어버린 시간을 만회하며, 날아오르며, 날 이렇게 느끼게 해"
"These days, I haven't been sleeping",요즘 난 잠을 못 자
