en,ko
"You're a dangerous love, hey","넌 위험한 (오) 사랑이야, 헤이"
(I want you all) say what I am feeling now,(난 너를 원해) 지금 내가 느끼는 걸 말해
"No, we're never gonna turn to dust","아니, 우린 절대 먼지가 되지 않아"
"I don't wanna sleep, I don't wanna be","잠들고 싶지 않아, 존재하고 싶지 않아"
See it in the new sun rising,떠오르는 새 태양에서 봐
I ain't the man that I used to be,난 예전의 내가 아니야
Don't let your mindset become what controls you,네 마음가짐이 널 지배하게 두지 마
"And we're all gettin' hosed tonight (oh, oh, oh)","그리고 오늘 밤 우리는 다 젖어가 (오, 오, 오)"
"I'm aching, no past","난 아파, 과거는 없어"
(Tell me if it's warm enough here for you),(여기 충분히 따뜻한지 말해줘)
"Sometimes, I did the same","때때로, 나도 똑같이 했어"
Many have called but the chosen is you,많은 이들이 불렀지만 선택된 건 너야
No one will ever hear,아무도 절대 듣지 않을 거야
And head back to the Milky Way?,그리고 은하수로 돌아갈래?
"Oh, and time's a loaded gun","오, 그리고 시간은 장전된 총이야"
"Freak out, freak out, freak out, freak out (look at me)","놀라, 놀라, 놀라, 놀라 (날 봐)"
"So I'll be tellin' mine, oh","그래서 난 내 얘길 할 거야, 오"
All I know is that you drove us off the road,내가 아는 건 네가 우리를 도로 밖으로 몰아냈다는 것뿐이야
"You got me in love again, again","넌 나를 다시 사랑에 빠지게 했어, 또다시"
And I've got a lot to pine about,난 많이 그리워할 게 있어
"Say, I'm thinking 'bout her every second, every hour","난 매 순간, 매 시간 그녀를 생각해"
Please don't have somebody waiting on you,제발 누군가 널 기다리지 않길 바래
"Is I know something now, know something now I didn't before",예전엔 몰랐던 무언가를 이제는 알아
"Boys will be, boys will be","소년들은 늘 그렇듯이, 소년들은 늘 그렇듯이"
Some superhero,어떤 슈퍼히어로
I can feel it on my skin (It's comin' down on me),피부에서 느껴져 (내게 내리고 있어)
You know you can get whatever you want from me,넌 내게서 원하는 건 뭐든 얻을 수 있는 걸 알지
"Love, love, love stays","사랑, 사랑, 사랑은 머무르고"
I'm surprised you didn't hear this in the Bible,네가 성경에서 이걸 못 들었다니 놀라워
Maria uhh baby I need you,"마리아, 어, 자기야 난 네가 필요해"
"And I remember that fight, 2: 30 AM","그리고 그 싸움을 기억해, 새벽 2시 30분에"
"Up (I'll take you there, take you there, well)","위로 (널 거기로 데려갈게, 데려갈게, 좋아)"
"Like an ejector seat, from an F-15",마치 F-15 전투기에서 탈출 좌석처럼
"Po-po-po-poker face, fu-fu-fuck her face (she's got me like nobody)","포-포-포-포커 페이스, 풉-풉-엿 먹어라 (그녀는 날 아무도 못 하게 만들었어)"
Fashioned so slenderly,너무 가녀리게 만들어졌어
Every night stance is like taking a chance,매일 밤의 자세는 마치 위험을 무릅쓰는 것 같아
A possibility of more to come,더 올 가능성
You don't know what goodbye means,넌 이별이 무슨 뜻인지 몰라
La-la-la-la,라-라-라-라
The light is in my face,빛이 내 얼굴을 가리고 있어
They're makin' you question your heart and your soul,그들은 네 마음과 영혼을 의심하게 만들고
You call me when you're coming down,넌 다운될 때 전화를 걸어
Tell me something that'll save me,날 구해줄 말을 해줘
I'm a cowboy,난 카우보이야
So won't you just let me be,그러니 그냥 나를 내버려 두지 않을래
Chestnuts roasting like a hot July,밤새 구워지는 밤톨처럼
"Whoa-oh-oh-oh, there's lovin' in your eyes that pulls me closer","와-오-오-오, 네 눈 속의 사랑이 날 더 가까이 끌어당겨"
"Love me, Love me","날 사랑해줘, 날 사랑해줘"
Like a fever that feels so right,정말 옳게 느껴지는 열병처럼
"I promise this, promise this","이걸 약속해, 약속해"
"Suh lemme see you roll it, roll it, my girl (ha)","그러니 굴려, 굴려, 내 소녀 (하)"
"It's so hypnotic, the way you move",정말 최면 같은 네 움직임
"Even if it's just in your wildest dreams, ah-ah, ha (ha-ah, ha)","설령 네 가장 야한 꿈 속의 일이더라도, 아-아, 하 (하-아, 하)"
But I can't stop staring at your face,하지만 난 네 얼굴만 바라보게 돼
You're all I wanted,넌 내가 원하던 전부였어
boa me na me nua ne wo (ye ne boa me wai),"날 도와줘, 내 형제, 부탁해 (예 네 보아 메 와이)"
Cause I loved you dangerously,난 널 위험하게 사랑했어
But I should've been with you instead,하지만 난 대신 네 곁에 있었어야 했어
"You said it was your best friend, I'm guessing","넌 그게 네 가장 친한 친구라고 했어, 내 추측엔"
I hear harps,하프 소리가 들려
Look inside these walls,이 벽들 안을 들여다봐
When you lay me down right there,네가 날 눕힐 때
Hands up to the sky,하늘에 손을 들어
The thought of all the stupid things I'd done,내가 했던 어리석은 일들에 대한 생각
I can't lose another life,난 또 다른 생명을 잃을 수 없어
Like you were a trophy or a champion ring,네가 트로피나 챔피언 반지인 것처럼
You know exactly how to touch,넌 어떻게 만져야 할지 완벽히 알고 있어
"So tired of love songs, tired of love songs","사랑 노래가 너무 지겨워, 사랑 노래가 지겨워"
Then to scream outAnd nobody's there,그리고 비명을 질렀지 그리고 아무도 없었어
"Someone like you, oh","너 같은 사람, 오"
"Baby, it's primal (it's primal)","베이비, 그건 본능이야 (본능이야)"
And angels sing,천사들이 노래해
"Jump then fall into me, into me","뛰어와서 내게로, 내게로 떨어져"
I didn't know they wouldn't mix with your emotions,너의 감정과 섞이지 않을 줄은 몰랐어
The way I followed my heart,내가 내 마음을 따른 방식
I'm sick and tired of singing the wrong words (words that I don't wanna say),난 잘못된 말을 노래하는 게 너무 지겹고 싫어 (내가 하고 싶지 않은 말들)
All the nights we were tangled up in your bed,우리가 네 침대에서 얽혔던 모든 밤들
Dressed by the verse that gave me a claim,내게 권리를 준 구절로 입혀져
I'd rather be with you,차라리 너와 함께 있고 싶어
I need you and nobody else,"난 네가 필요해, 다른 누구도 아냐"
It just don't feel right,그건 그냥 올바르게 느껴지지 않아
"Ya know I'ma deliver, let's collaborate and make the holiday a little bigger","알다시피 난 배달할 거야, 함께 협력해 휴일을 더 크게 만들자"
"Oh, oh, yeah","오, 오, 그래"
Wipe the lust from your eyes,네 눈의 욕망을 지워
"Yeah, yeah","그래, 그래"
You are the best thing that's ever been mine (hold on),너는 내 인생 최고의 존재야 (버텨)
You remind me of home,넌 내게 집을 떠올리게 해
I'm prepared to sacrifice my life,내 삶을 희생할 준비가 돼 있어
"And wait on me, darling, yeah","그리고 날 기다려줘, 자기야, 응"
"Slide across the floor, I'm forever yours, yeah","바닥을 미끄러지듯 지나, 난 영원히 네 것, 응"
You're the one that I can't deny,넌 내가 부정할 수 없는 사람이야
"Come on, be my baby, come on","어서 와, 내 아기가 되어줘, 어서"
"Glitter in the sky, glitter in our eyes","하늘의 반짝임, 우리의 눈의 반짝임"
"Who are you to judge, who are you to judge?","네가 뭔데 날 판단해, 네가 뭔데 날 판단해?"
"I thought it was love with this game, huh?","이 게임이 사랑인 줄 알았지, 응?"
But it all depends on all the things you do,하지만 그건 전부 네가 하는 일들에 달려 있어
One moon (one moon),하나의 달 (하나의 달)
Oh-oh-oh-oh-oh,오-오-오-오-오
Would have been on the silver screen,은막의 주인공이 될 수도 있었지
Back in the back of a Cadillac,캐딜락 뒷좌석에 다시
You got the healin' that I want,네가 내가 원하는 치유를 갖고 있어
I only call you when it's half past five,난 5시 반에만 네게 전화해
Throwin' that money like you just won the lotto,복권 당첨된 것처럼 돈을 뿌려대 (음)
But still remain the same (uhh),하지만 여전히 똑같아 (우)
What it takes to come alive,살아난다는 건 그런 거야
"But if I do, then I might miss you, babe","하지만 참가하면 널 그리워할지도 몰라, 베이비"
"Groove, slam, work it back","그루브 타고, 강하게, 다시 되돌려"
"It's true, baby, I've been saving this","사실이야, 베이비, 난 이걸 아껴왔어"
"Later on, we'll conspire",나중에 우린 공모할 거야
"But bear this mind, it was meant to be","하지만 기억해, 이건 운명이라는 걸"
If I met you in another life,다른 삶에서 널 만났더라면
Get on the rollercoaster,롤러코스터를 타
Won't you rain on me? (Me),내게 비를 내려줄래? (나에게)
So give it up give it up papa,"그러니 포기해, 포기해 아빠"
I'm not just trying to get you back on me,난 단지 널 다시 내 곁으로 붙잡으려는 게 아니야
"I got new rules, I count 'em","새로운 규칙을 세웠어, 하나씩 세어봐"
There's so much love we could be making (shamone),우리가 만들 수 있는 사랑이 얼마나 많은지 (샤모네)
That I'm only up when you're not down,네가 흔들리지 않을 때만 난 올라가
"What if, what if we lost our minds?",만약 우리가 미쳐버린다면 어떨까?
When they're always breaking up? Oh why (why),그들이 항상 헤어지는 건 왜일까? 아 왜 (왜)
"Nobody can see me but you, it's so magical","아무도 날 볼 수 없지만 너만 볼 수 있어, 너무 마법 같아"
And I watch you fall asleep at night and lay there on my own,난 네가 밤에 잠드는 걸 지켜보며 혼자 누워 있어
Show me a little attention (a little attention),조금만 신경 써줘 (조금의 관심)
I swear I could give you everything,"맹세할게, 난 너에게 모든 걸 줄 수 있어"
"Smiling on him, she beareth him to highest heav'n",미소 지으며 그녀는 그를 가장 높은 천국으로 데려가네
I don't need a reason,나는 이유가 필요 없어 (오)
To kids from one to 92,한 살부터 92세까지의 아이들에게
"Crescent moon, coast is clear","초승달, 해안은 맑아"
It's easier said than done,말은 쉽지 행동은 다르네
I love the one we are,난 우리가 하나인 걸 사랑해
Never mind the bruises,멍들어도 신경 쓰지 마
"If you, if you, if you exercise your right to work it out",네가 네 권리를 행사해 해결하려 한다면
"Oh, your love was everything, everything, everything (everything)","오, 네 사랑은 전부였어, 전부였어, 전부였어 (전부)"
In the in between,그 사이 어딘가에서
City lights looking like ice underneath the stars,도시 불빛은 별 아래 얼음처럼 보이고
I get this feeling I'm in motion,움직이고 있다는 느낌이 들어
"She was like, ""Oh my God, this is my song","그녀는 말했어, ""오, 세상에, 이건 내 노래야"
Buy us drinks in bars,술집에서 우리에게 술을 사줘
Why must you make me laugh so much?,왜 그렇게 날 자꾸 웃게 만들어?
Mirror on the wall …,"거울아, 거울아 …"
Go ahead and watch my heart burn,내 심장이 타는 걸 지켜봐
She walked in the club like nobody's business,클럽에 들어설 때 아무도 모르는 것처럼 걸어들어왔지
Wouldn't it be good to be on your side?,네 편에 설 수 있다면 좋지 않겠어?
"Baby, what's it gonna hurt if they don't know?","베이비, 그들이 모르면 뭐가 아플까?"
"Ain't no emoji, on my hands only","이모티콘따윈 없어, 내 손에만 있어"
"But mine and my baby, ooh","하지만 나와 내 베이비만의 일, 우"
Come back and tell me why,돌아와서 내게 이유를 말해줘
I am tired of this business,이 비즈니스에 지쳤어
Never felt so good,이렇게 좋게 느껴본 적 없어
It's been a hell of a ride but every single moment,정말 험난한 여정이었지만 매 순간
Just tell me what I need to do,내가 해야 할 일을 말해줘
"Ate my heart, he a-a-ate my heart (hahahaha)","내 심장을 삼켰어, 그가 내 심장을 삼켰어 (하하)"
